pip_dk;pip_dscr_novo;nucleo;familia;area_atuacao;ano;acervo_ip;acervo_pic
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2008;54;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2008;12;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2008;93;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2008;126;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2008;150;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2008;175;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2008;52;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2008;134;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2008;114;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2008;122;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2008;22;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2008;21;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2008;156;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2008;89;0
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2009;100;0
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2009;25;0
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2009;162;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2009;172;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2009;719;0
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2009;24;0
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2009;146;0
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2009;24;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2009;44;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2009;253;0
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2009;275;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2009;293;0
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2009;306;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2009;91;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2009;1;0
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2009;5;0
400731;2ª PIP - Campos;Interior;Interior;Campos;2009;1;0
400758;1ª PIP - Campos;Interior;Interior;Campos;2009;0;0
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2009;1;0
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2009;0;0
1249804;PIP - Macaé;Interior;Interior;Macaé;2009;0;0
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2009;62;0
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2009;11;0
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2009;459;0
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2009;25;0
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2009;30;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2009;161;0
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2009;192;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2009;238;0
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2009;265;0
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2009;256;0
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2009;7;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2009;17;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2009;225;0
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2009;48;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2009;163;0
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2009;71;0
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2009;480;0
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2009;543;0
29934277;3ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2009;480;0
29926583;1ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2009;94;0
29926616;2ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2009;85;0
29926805;1ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2009;196;0
29927047;2ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2009;171;0
29933374;3ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2009;90;0
29933502;1ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2009;140;0
29933521;2ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2009;77;0
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2009;416;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2009;282;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2009;45;0
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2009;99;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2009;84;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2009;49;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2009;160;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2009;171;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2009;298;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2009;148;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2009;97;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2009;5;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2009;165;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2009;162;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2009;37;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2009;174;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2009;306;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2009;221;0
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2010;89;0
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2010;23;0
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2010;167;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2010;246;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2010;232;1
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2010;117;0
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2010;53;1
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2010;66;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2010;124;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2010;345;0
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2010;335;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2010;303;0
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2010;632;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2010;112;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2010;339;0
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2010;140;0
400731;2ª PIP - Campos;Interior;Interior;Campos;2010;2434;0
400758;1ª PIP - Campos;Interior;Interior;Campos;2010;2501;1
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2010;247;0
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2010;131;0
1249804;PIP - Macaé;Interior;Interior;Macaé;2010;619;0
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2010;250;1
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2010;288;3
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2010;862;1
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2010;30;0
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2010;54;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2010;284;0
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2010;366;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2010;380;0
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2010;360;0
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2010;362;0
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2010;4;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2010;12;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2010;400;0
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2010;49;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2010;643;1
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2010;65;1
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2010;599;0
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2010;491;0
29934277;3ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2010;583;0
29926583;1ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2010;205;0
29926616;2ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2010;163;0
29926805;1ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2010;283;0
29927047;2ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2010;160;0
29933374;3ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2010;139;0
29933502;1ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2010;316;0
29933521;2ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2010;129;1
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2010;436;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2010;294;2
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2010;57;3
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2010;107;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2010;218;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2010;165;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2010;243;1
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2010;302;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2010;312;1
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2010;202;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2010;117;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2010;307;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2010;336;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2010;241;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2010;233;2
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2010;675;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2010;413;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2010;190;0
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2011;69;6
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2011;26;1
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2011;358;24
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2011;493;76
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2011;446;39
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2011;196;19
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2011;126;28
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2011;91;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2011;197;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2011;827;0
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2011;457;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2011;271;37
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2011;802;7
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2011;200;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2011;217;1
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2011;88;2
400731;2ª PIP - Campos;Interior;Interior;Campos;2011;909;2
400758;1ª PIP - Campos;Interior;Interior;Campos;2011;946;2
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2011;807;0
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2011;122;0
1249804;PIP - Macaé;Interior;Interior;Macaé;2011;1303;10
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2011;774;0
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2011;139;24
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2011;696;0
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2011;54;0
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2011;108;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2011;354;0
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2011;585;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2011;429;3
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2011;439;0
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2011;399;1
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2011;25;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2011;37;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2011;677;1
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2011;197;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2011;611;0
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2011;126;0
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2011;1170;3
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2011;921;0
29934277;3ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2011;1154;1
29926583;1ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2011;455;0
29926616;2ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2011;1552;0
29926805;1ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2011;516;1
29927047;2ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2011;287;1
29933374;3ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2011;219;1
29933502;1ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2011;733;0
29933521;2ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2011;300;0
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2011;584;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2011;1046;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2011;240;5
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2011;494;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2011;696;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2011;317;1
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2011;515;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2011;812;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2011;332;2
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2011;511;1
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2011;219;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2011;1117;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2011;487;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2011;468;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2011;200;6
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2011;637;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2011;766;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2011;324;1
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2012;140;0
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2012;58;0
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2012;190;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2012;675;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2012;402;0
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2012;298;0
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2012;97;0
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2012;79;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2012;239;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2012;680;0
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2012;156;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2012;140;0
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2012;694;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2012;138;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2012;304;0
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2012;436;1
400731;2ª PIP - Campos;Interior;Interior;Campos;2012;1158;3
400758;1ª PIP - Campos;Interior;Interior;Campos;2012;1043;4
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2012;868;0
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2012;207;1
1249804;PIP - Macaé;Interior;Interior;Macaé;2012;868;1
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2012;512;0
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2012;217;8
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2012;524;0
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2012;42;1
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2012;122;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2012;554;0
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2012;571;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2012;495;2
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2012;420;4
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2012;456;0
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2012;160;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2012;126;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2012;755;0
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2012;212;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2012;551;1
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2012;166;1
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2012;1389;0
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2012;587;0
29934277;3ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2012;1307;0
29926583;1ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2012;564;0
29926616;2ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2012;336;1
29926805;1ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2012;366;0
29927047;2ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2012;179;0
29933374;3ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2012;319;0
