"codigo_pip";"nome_pip";"nucleo";"familia";"area_atuacao";"ano";"mes";"ano_mes";"novos";"denuncias";"arquivamentos"
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;10;"2020-10";26;1;0
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;11;"2020-11";35;1;1
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;12;"2020-12";12;1;1
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;1;"2021-01";15;2;2
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;2;"2021-02";16;0;0
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;3;"2020-03";72;19;8
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;4;"2020-04";28;9;2
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;5;"2020-05";30;13;3
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;6;"2020-06";72;13;4
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;7;"2020-07";96;19;10
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;8;"2020-08";69;18;3
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;9;"2020-09";95;12;3
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;10;"2020-10";75;10;0
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;11;"2020-11";56;2;6
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;12;"2020-12";89;4;0
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;1;"2021-01";122;9;6
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;2;"2021-02";113;1;0
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;3;"2020-03";9;2;1
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;4;"2020-04";26;16;2
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;5;"2020-05";147;91;14
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;6;"2020-06";190;84;27
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;7;"2020-07";478;171;106
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;8;"2020-08";518;87;64
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;9;"2020-09";251;77;62
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;10;"2020-10";179;59;29
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;11;"2020-11";316;70;50
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;12;"2020-12";175;60;11
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2021;1;"2021-01";296;15;7
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2021;2;"2021-02";238;7;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;3;"2020-03";108;30;18
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;4;"2020-04";136;32;28
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;5;"2020-05";161;34;39
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;6;"2020-06";173;22;22
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;7;"2020-07";274;49;45
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;8;"2020-08";303;84;67
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;9;"2020-09";36;13;5
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;10;"2020-10";108;46;22
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;11;"2020-11";90;49;12
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;12;"2020-12";67;36;6
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2021;1;"2021-01";143;25;12
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2021;2;"2021-02";115;8;1
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;3;"2020-03";84;20;10
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;4;"2020-04";33;9;4
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;5;"2020-05";30;17;3
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;6;"2020-06";77;16;8
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;7;"2020-07";97;25;11
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;8;"2020-08";70;14;13
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;9;"2020-09";99;10;6
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;10;"2020-10";91;17;6
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;11;"2020-11";53;4;5
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;12;"2020-12";86;2;3
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;1;"2021-01";123;6;6
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;2;"2021-02";118;10;5
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;3;"2020-03";175;54;25
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;4;"2020-04";31;9;2
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;5;"2020-05";10;2;1
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;6;"2020-06";23;6;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;7;"2020-07";94;35;28
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;8;"2020-08";81;20;12
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;9;"2020-09";126;25;17
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;10;"2020-10";61;21;8
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;11;"2020-11";88;28;10
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;12;"2020-12";219;12;8
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2021;1;"2021-01";148;1;2
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2021;2;"2021-02";133;0;0
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;3;"2020-03";51;5;6
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;4;"2020-04";15;1;4
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;5;"2020-05";30;3;1
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;6;"2020-06";42;3;4
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;7;"2020-07";53;16;6
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;8;"2020-08";38;15;1
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;9;"2020-09";31;7;2
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;10;"2020-10";55;9;5
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;11;"2020-11";66;7;9
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;12;"2020-12";33;1;5
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;1;"2021-01";78;7;6
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;2;"2021-02";50;4;4
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;3;"2020-03";56;12;10
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;4;"2020-04";7;2;2
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;5;"2020-05";30;3;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;6;"2020-06";45;9;8
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;7;"2020-07";54;19;4
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;8;"2020-08";30;10;2
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;9;"2020-09";36;11;5
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;10;"2020-10";48;11;5
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;11;"2020-11";53;5;7
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;12;"2020-12";36;4;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;1;"2021-01";77;2;5
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;2;"2021-02";38;0;3
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;3;"2020-03";60;2;11
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;4;"2020-04";5;0;2
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;5;"2020-05";33;4;2
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;6;"2020-06";41;5;3
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;7;"2020-07";51;8;3
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;8;"2020-08";49;7;6
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;9;"2020-09";34;6;5
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;10;"2020-10";55;3;11
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;11;"2020-11";64;5;6
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;12;"2020-12";45;2;1
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;1;"2021-01";81;4;2
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;2;"2021-02";45;2;3
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;3;"2020-03";32;3;2
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;4;"2020-04";14;2;1
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;5;"2020-05";13;1;3
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;6;"2020-06";18;1;2
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;7;"2020-07";24;5;5
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;8;"2020-08";50;3;3
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;9;"2020-09";24;0;3
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;10;"2020-10";30;3;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;11;"2020-11";31;0;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;12;"2020-12";19;1;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;1;"2021-01";5;1;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;2;"2021-02";14;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";57;5;19
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";1;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";42;10;9
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";42;4;12
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";51;11;11
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";135;38;30
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";95;17;24
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";75;14;14
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";94;6;9
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";68;16;11
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";92;11;8
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";47;8;1
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";57;0;4
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";2;0;0
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";43;11;3
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";39;4;3
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";53;20;6
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";145;38;17
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";106;23;18
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";72;14;3
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";98;15;7
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";66;14;5
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";90;8;9
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";42;5;1
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";58;0;5
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";30;8;4
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";42;6;5
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";50;21;1
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";158;26;13
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";95;7;7
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";69;7;6
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";93;13;1
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";68;7;6
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";93;10;8
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";51;6;4
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";60;3;3
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";2;1;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";33;11;4
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";46;4;11
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";51;17;3
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";149;20;19
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";113;1;6
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";71;0;1
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";100;1;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";61;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";80;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";44;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";61;0;3
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";2;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";28;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";38;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";42;6;1
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";169;24;7
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";101;4;7
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";77;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";116;1;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";66;0;3
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";87;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";40;0;0
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;3;"2020-03";8;2;0
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;4;"2020-04";38;12;11
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;5;"2020-05";146;47;27
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;6;"2020-06";233;56;33
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;7;"2020-07";565;210;166
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;8;"2020-08";461;72;48
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;9;"2020-09";244;57;33
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;10;"2020-10";198;37;19
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;11;"2020-11";337;62;30
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;12;"2020-12";180;2;7
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2021;1;"2021-01";299;0;3
30069601;"2ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2021;2;"2021-02";239;3;4
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;3;"2020-03";10;3;1
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;4;"2020-04";3;1;0
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;5;"2020-05";13;3;2
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;6;"2020-06";36;1;1
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;7;"2020-07";62;12;2
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;8;"2020-08";128;12;9
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;9;"2020-09";60;11;3
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;10;"2020-10";56;12;10
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;11;"2020-11";54;9;6
30069669;"1ª PIP - Nova Iguaçu";"Duque de Caxias/Nova Iguaçu";"Territorial";"Nova Iguaçu";2020;12;"2020-12";56;9;6
