"codigo_pip";"nome_pip";"nucleo";"familia";"area_atuacao";"ano";"mes";"ano_mes";"vista";"novos";"denuncias";"arquivamentos";"baixas";"inst_pic";"acordo_npp_oferecido";"acordo_npp_firmado";"med_caut"
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;11;"2020-11";141;35;0;10;103;0;0;0;5
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;12;"2020-12";258;12;1;14;230;0;0;0;8
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;1;"2021-01";97;15;3;8;62;0;1;0;1
29941368;"1ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;2;"2021-02";161;16;3;3;86;0;1;0;5
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;3;"2020-03";346;72;11;9;238;0;0;0;4
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;4;"2020-04";81;28;11;2;39;0;0;0;7
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;5;"2020-05";74;30;11;2;23;0;1;0;8
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;6;"2020-06";170;72;14;7;127;0;0;0;1
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;7;"2020-07";395;96;20;48;223;0;0;0;5
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;8;"2020-08";520;69;34;57;279;0;0;0;5
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;9;"2020-09";355;95;41;282;192;0;1;0;4
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;10;"2020-10";292;75;8;54;137;0;11;0;5
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;11;"2020-11";767;56;19;53;609;0;9;0;4
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;12;"2020-12";392;89;3;94;336;0;0;0;3
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;1;"2021-01";708;122;14;16;471;1;14;0;5
30034384;"1ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;2;"2021-02";1027;113;8;66;170;0;10;0;2
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;3;"2020-03";97;9;0;3;28;0;0;0;0
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;4;"2020-04";0;26;0;0;0;0;0;0;0
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;5;"2020-05";83;147;72;5;0;0;0;0;3
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;6;"2020-06";74;190;47;5;0;0;0;0;3
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;7;"2020-07";954;478;85;27;169;0;0;0;25
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;8;"2020-08";388;512;111;57;113;0;0;0;16
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;9;"2020-09";698;251;128;232;186;0;0;0;13
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;10;"2020-10";1131;179;129;300;367;0;0;0;10
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;11;"2020-11";590;316;86;265;228;0;0;0;19
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2020;12;"2020-12";1065;175;65;164;416;0;0;0;21
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2021;1;"2021-01";618;296;70;27;146;0;0;0;9
30034664;"1ª PIP - VD Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Violência contra mulher";"Área Duque de Caxias";2021;2;"2021-02";510;238;194;497;35;0;0;0;18
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;3;"2020-03";568;108;2;26;107;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;4;"2020-04";154;136;28;15;72;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;5;"2020-05";183;161;32;33;91;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;6;"2020-06";496;173;40;259;223;0;0;0;2
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;7;"2020-07";764;274;37;262;433;0;0;0;2
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;8;"2020-08";860;299;31;271;353;0;0;0;1
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;9;"2020-09";851;36;196;201;159;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;10;"2020-10";454;108;80;585;221;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;11;"2020-11";270;90;83;81;54;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2020;12;"2020-12";431;67;84;80;74;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2021;1;"2021-01";976;143;62;333;302;0;0;0;0
30034671;"PIP - VD São Gonçalo";"Niterói/São Gonçalo";"Violência contra mulher";"Área São Gonçalo";2021;2;"2021-02";397;115;88;321;39;0;0;0;0
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;3;"2020-03";237;84;18;3;145;0;0;0;6
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;4;"2020-04";101;33;11;6;49;0;0;0;3
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;5;"2020-05";52;30;16;4;9;0;0;0;2
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;6;"2020-06";85;77;12;7;41;0;2;0;2
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;7;"2020-07";1048;97;24;41;559;0;4;0;12
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;8;"2020-08";706;70;46;245;126;0;32;0;7
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;9;"2020-09";561;99;50;522;217;0;33;0;9
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;10;"2020-10";666;91;42;205;240;0;9;0;13
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;11;"2020-11";892;53;22;216;572;0;15;0;4
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2020;12;"2020-12";1226;86;17;333;842;0;1;0;3
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;1;"2021-01";381;123;15;92;156;0;11;0;2
30061094;"2ª PIP - Niterói";"Niterói/São Gonçalo";"Territorial";"Niterói";2021;2;"2021-02";1121;118;43;271;146;0;34;0;5
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;3;"2020-03";112;175;31;14;44;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;4;"2020-04";57;31;0;0;57;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;5;"2020-05";28;10;4;2;16;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;6;"2020-06";62;23;8;15;17;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;7;"2020-07";110;94;2;2;30;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;8;"2020-08";153;81;8;2;54;0;0;0;2
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;9;"2020-09";427;126;10;49;244;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;10;"2020-10";120;61;48;50;55;0;0;0;2
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;11;"2020-11";218;88;22;39;135;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2020;12;"2020-12";376;219;62;46;268;0;0;0;0
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2021;1;"2021-01";466;148;48;37;182;0;0;0;1
30061329;"PIP - VD Niterói";"Niterói/São Gonçalo";"Violência contra mulher";"Área Niterói";2021;2;"2021-02";445;133;3;24;36;0;0;0;2
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;3;"2020-03";352;51;0;5;245;0;0;0;3
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;4;"2020-04";20;15;2;4;12;0;0;0;1
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;5;"2020-05";51;30;6;1;27;0;0;0;1
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;6;"2020-06";422;42;4;2;340;0;0;0;0
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;7;"2020-07";505;53;4;35;223;0;0;0;5
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;8;"2020-08";175;37;22;56;35;0;0;0;2
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;9;"2020-09";221;31;22;87;72;0;0;0;5
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;10;"2020-10";360;55;11;38;163;2;18;0;1
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;11;"2020-11";161;66;22;55;60;0;9;0;2
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;12;"2020-12";234;33;27;58;76;0;5;1;0
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;1;"2021-01";987;78;5;11;435;0;0;0;0
30061624;"1ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;2;"2021-02";421;50;22;108;76;0;14;0;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;3;"2020-03";61;56;2;4;24;0;0;0;0
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;4;"2020-04";427;7;3;1;57;0;0;0;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;5;"2020-05";127;30;2;24;50;0;0;0;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;6;"2020-06";347;45;20;195;85;0;0;0;7
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;7;"2020-07";646;54;17;283;139;0;0;0;3
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;8;"2020-08";330;30;20;57;113;0;0;0;6
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;9;"2020-09";203;36;46;95;35;2;2;0;3
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;10;"2020-10";342;48;20;59;84;0;5;0;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;11;"2020-11";230;53;16;73;50;1;9;0;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;12;"2020-12";213;36;12;52;52;0;27;0;1
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;1;"2021-01";609;77;16;37;94;0;0;0;5
30061694;"2ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;2;"2021-02";376;38;30;165;43;0;6;0;4
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;3;"2020-03";725;60;2;13;462;0;0;0;1
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;4;"2020-04";11;5;1;3;5;0;0;0;0
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;5;"2020-05";36;33;2;1;23;0;0;0;1
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;6;"2020-06";500;41;2;33;253;0;0;0;0
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;7;"2020-07";338;51;4;54;137;0;0;0;2
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;8;"2020-08";164;46;20;100;69;0;0;0;0
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;9;"2020-09";153;34;13;35;60;0;0;0;2
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;10;"2020-10";528;55;6;37;185;0;0;0;2
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;11;"2020-11";261;64;3;39;131;2;0;0;1
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2020;12;"2020-12";99;45;9;122;44;0;0;0;1
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;1;"2021-01";1154;81;1;67;935;0;0;0;9
30061723;"3ª PIP - São Gonçalo";"Niterói/São Gonçalo";"Territorial";"São Gonçalo";2021;2;"2021-02";292;45;10;21;56;0;0;0;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;3;"2020-03";252;32;2;0;223;0;0;0;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;4;"2020-04";22;14;1;0;13;0;0;0;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;5;"2020-05";44;13;2;5;28;0;0;0;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;6;"2020-06";42;18;0;7;22;0;0;0;0
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;7;"2020-07";89;24;3;18;38;0;0;0;5
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;8;"2020-08";397;48;3;10;332;0;0;0;10
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;9;"2020-09";281;24;7;24;194;0;0;0;4
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;10;"2020-10";174;30;3;22;99;0;0;0;1
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;11;"2020-11";154;31;6;16;82;0;0;0;2
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2020;12;"2020-12";127;19;7;9;93;0;2;0;3
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;1;"2021-01";183;5;3;8;114;0;0;0;1
30061803;"2ª PIP - Especializada Niterói/São Gonçalo";"Niterói/São Gonçalo";"Especializada";"Niterói/São Gonçalo";2021;2;"2021-02";140;14;4;6;55;0;0;0;4
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";242;57;1;49;74;0;0;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";0;1;0;0;0;0;0;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";0;42;0;0;0;0;0;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";0;42;0;0;0;0;0;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";87;51;2;85;13;0;0;0;1
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";151;132;10;39;27;0;0;0;4
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";165;95;2;9;54;0;0;0;2
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";188;75;58;139;34;0;0;0;1
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";227;94;40;40;23;0;0;0;5
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";201;68;18;64;131;0;0;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";235;92;14;38;83;0;0;0;0
30069167;"1ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";162;47;16;41;37;0;0;0;2
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";191;57;0;0;129;0;0;0;1
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";0;2;0;0;0;0;0;0;0
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";0;43;0;0;0;0;0;0;0
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";19;39;11;6;0;0;0;0;1
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";91;53;16;3;41;0;0;0;4
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";396;144;27;16;213;0;0;0;6
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";504;106;45;8;322;0;0;0;3
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";358;72;9;56;247;0;0;0;2
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";431;98;12;21;291;0;0;0;2
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";482;66;26;119;316;0;0;0;1
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";632;90;14;78;423;0;0;0;1
30069433;"2ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";476;42;21;119;7;0;0;0;3
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";182;58;0;1;128;0;0;0;0
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";0;0;0;0;0;0;0;0;0
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";3;30;0;2;1;0;0;0;0
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";18;42;11;4;0;0;0;0;1
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";282;50;8;7;189;0;0;0;2
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";296;144;13;22;179;0;0;0;2
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";366;95;18;24;289;0;0;0;2
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";136;69;8;6;81;0;0;0;1
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";309;93;13;17;212;0;0;0;2
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";262;68;7;9;166;0;0;0;1
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";278;93;23;38;165;0;0;0;1
30069453;"3ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";426;51;30;50;14;0;4;0;1
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";172;60;1;2;82;0;0;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";0;2;0;0;0;0;0;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";27;33;10;1;13;0;0;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";27;46;6;12;7;0;0;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";381;51;9;3;113;0;0;0;1
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";205;145;3;14;73;0;0;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";94;113;27;59;47;0;1;0;7
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";46;71;15;94;0;0;1;0;1
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;11;"2020-11";145;100;5;3;3;0;1;0;2
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;12;"2020-12";136;61;3;5;5;0;1;0;4
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;1;"2021-01";166;80;0;0;0;0;0;0;0
30069490;"4ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2021;2;"2021-02";177;44;0;0;0;0;0;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;3;"2020-03";287;61;0;1;126;0;0;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;4;"2020-04";0;2;0;0;0;0;0;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;5;"2020-05";0;28;0;0;0;0;0;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;6;"2020-06";0;38;0;0;0;0;0;0;1
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;7;"2020-07";241;42;1;0;123;0;0;0;4
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;8;"2020-08";362;138;5;8;212;0;0;0;4
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;9;"2020-09";201;101;0;122;104;0;0;0;0
30069516;"5ª PIP - Duque de Caxias";"Duque de Caxias/Nova Iguaçu";"Territorial";"Duque de Caxias";2020;10;"2020-10";189;77;28;119;63;0;0;0;5
