pip_dk;pip_dscr;nucleo;familia;area_atuacao;ano_mes;denuncia;denuncia_preenchida;denuncia_sistema;denuncia_recebida;denuncia_rejeitada;denuncia_procedente;denuncia_improcedente;processo_extinto;processo_suspenso
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-04;8;7;7;7;0;0;0;0;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-04;7;7;5;5;0;0;0;0;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-04;8;8;6;6;0;0;0;0;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-04;10;9;6;6;0;0;0;0;0
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-05;6;6;5;5;0;0;0;0;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-05;10;10;5;5;0;0;0;0;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-05;7;6;5;5;0;0;0;0;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-05;10;10;8;8;0;0;0;0;0
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-06;3;2;2;2;0;0;0;0;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-06;1;1;1;1;0;0;0;0;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-06;3;3;3;3;0;0;0;0;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2020-06;4;4;4;4;0;0;0;0;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-03;1;0;0;0;0;0;0;0;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-03;7;6;3;3;0;0;0;0;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-03;3;3;1;1;0;0;0;0;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-04;0;0;0;0;0;0;0;0;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-04;0;0;0;0;0;0;0;0;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-04;2;1;1;1;0;0;0;0;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-05;10;10;6;6;0;0;0;0;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-05;8;8;5;5;0;0;0;0;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-05;7;7;6;6;0;0;0;1;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-06;7;7;7;7;0;0;0;0;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-06;3;3;3;3;0;0;0;1;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2020-06;3;2;2;2;0;0;0;0;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-03;11;5;5;5;0;0;0;1;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-03;3;1;1;1;0;0;0;0;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-04;0;0;0;0;0;0;0;0;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-04;2;0;0;0;0;0;0;0;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-05;2;2;2;2;0;0;0;0;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-05;1;0;0;0;0;0;0;0;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-06;8;8;7;7;0;0;0;2;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2020-06;2;0;0;0;0;0;0;0;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-03;15;13;7;7;0;0;0;1;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-03;14;3;1;1;0;0;0;0;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-04;4;0;0;0;0;0;0;0;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-04;8;7;5;5;0;0;0;0;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-05;3;3;2;2;0;0;0;0;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-05;2;2;2;2;0;0;0;0;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-06;10;9;4;4;0;0;0;1;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2020-06;4;3;3;3;0;0;0;1;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-03;3;2;1;1;0;0;0;0;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-03;4;3;3;3;0;0;0;0;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-04;0;0;0;0;0;0;0;0;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-04;3;3;2;2;0;0;0;0;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-05;7;7;4;4;0;0;0;4;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-05;6;3;3;3;0;0;0;1;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-06;28;28;8;8;0;0;1;7;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020-06;19;10;5;5;0;0;0;0;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-03;1;0;0;0;0;0;0;0;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-03;18;3;1;1;0;0;0;0;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-04;1;1;0;0;0;0;0;0;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-04;1;0;0;0;0;0;0;0;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-05;1;1;1;1;0;0;0;1;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-05;1;0;0;0;0;0;0;0;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-06;20;2;1;1;0;0;0;0;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2020-06;51;36;29;29;0;0;0;4;0
