"codigo_comarca";"nome_comarca";"ano";"novos";"denuncias";"arquivamentos";"finalizados";"taxa_denuncia";"taxa_arquivamento";"taxa_finalizacao"
15;"Rio de Janeiro";2020;38054;6866;2891;9757;18;7,6;25,6
16;"Carapebus/Quissamã";2020;469;24;76;100;5,1;16,2;21,3
17;"Carmo";2020;415;48;113;161;11,6;27,2;38,8
18;"Casimiro de Abreu";2020;439;51;19;70;11,6;4,3;15,9
19;"Conceição de Macabu";2020;302;22;51;73;7,3;16,9;24,2
20;"Cordeiro";2020;318;48;59;107;15,1;18,6;33,6
21;"Duas Barras";2020;105;6;6;12;5,7;5,7;11,4
22;"Duque de Caxias";2020;9907;1897;1216;3113;19,1;12,3;31,4
23;"Engenheiro Paulo de Frontin";2020;162;14;33;47;8,6;20,4;29
24;"Guapimirim";2020;292;53;23;76;18,2;7,9;26
25;"Iguaba Grande";2020;292;47;23;70;16,1;7,9;24
26;"Itaboraí";2020;861;137;70;207;15,9;8,1;24
27;"Itaguaí";2020;771;154;102;256;20;13,2;33,2
28;"Italva(Cardoso Moreira)";2020;425;40;53;93;9,4;12,5;21,9
29;"Itaocara";2020;324;70;66;136;21,6;20,4;42
30;"Itaperuna";2020;1218;82;76;158;6,7;6,2;13
31;"Itatiaia";2020;294;69;30;99;23,5;10,2;33,7
32;"Japeri";2020;715;48;91;139;6,7;12,7;19,4
33;"Laje do Muriaé";2020;128;24;28;52;18,8;21,9;40,6
34;"Macaé";2020;1298;201;105;306;15,5;8,1;23,6
35;"Magé";2020;1550;92;368;460;5,9;23,7;29,7
36;"Mangaratiba";2020;404;31;40;71;7,7;9,9;17,6
37;"Maricá";2020;2340;55;149;204;2,4;6,4;8,7
38;"Mendes";2020;315;42;49;91;13,3;15,6;28,9
40;"Miguel Pereira";2020;317;35;41;76;11;12,9;24
41;"Miracema";2020;475;45;95;140;9,5;20;29,5
42;"Natividade";2020;202;22;38;60;10,9;18,8;29,7
43;"Nilópolis";2020;39;0;3;3;0;7,7;7,7
44;"Niterói";2020;3857;609;310;919;15,8;8;23,8
45;"Nova Friburgo";2020;1704;113;267;380;6,6;15,7;22,3
46;"Nova Iguaçu";2020;7109;1058;1141;2199;14,9;16,1;30,9
47;"Paracambi";2020;442;59;33;92;13,3;7,5;20,8
48;"Paraíba do Sul";2020;286;50;23;73;17,5;8;25,5
49;"Paraty";2020;454;30;21;51;6,6;4,6;11,2
50;"Paty do Alferes";2020;225;44;32;76;19,6;14,2;33,8
51;"Petrópolis";2020;2433;756;401;1157;31,1;16,5;47,6
52;"Pinheiral";2020;348;19;68;87;5,5;19,5;25
53;"Piraí";2020;261;53;49;102;20,3;18,8;39,1
54;"Porciúncula";2020;603;72;90;162;11,9;14,9;26,9
55;"Porto Real-Quatis";2020;123;23;12;35;18,7;9,8;28,5
56;"Queimados";2020;836;117;55;172;14;6,6;20,6
57;"Resende";2020;1600;139;75;214;8,7;4,7;13,4
58;"Rio Bonito";2020;302;63;9;72;20,9;3;23,8
59;"Rio Claro";2020;213;4;32;36;1,9;15;16,9
