orgao_dk;promotoria;atribuicao;foro_dk;foro;comarca_dk;comarca;ano;mes;novos;despacho;manifestacao;recurso;denuncia;arquivamento;prisao;transacao_penal;alegacao_final;med_caut;ciencia_sentenca_desfav;ciencia_sentenca_fav;ciencia_sentenca_parfav;ciencia_sentenca_extpresc;ciencia_sentenca_extoutras;ciencia_decisao_desfav;ciencia_decisao_fav;ciencia_decisao_parfav;ciencia_decisao_extpresc;ciencia_decisao_extoutras;ciencia_tjuri_absolve;ciencia_tjuri_descla;ciencia_tjuri_impronuncia;ciencia_tjuri_pronuncia
1198942;2ª PJ de Cachoeiras de Macacu;Híbrida;11;Foro Unico de Cachoeiras de Macacu;11;Cachoeiras de Macacu;2020;3;139;29;65;10;13;45;1;3;3;6;0;3;1;0;0;0;0;0;0;0;0;0;0;0
1198983;2ª PJ de São João da Barra;Híbrida;67;Foro Unico de Sao Joao da Barra;67;Sao Joao da Barra;2020;3;84;20;129;3;22;4;1;0;3;5;0;20;0;0;0;0;0;0;0;0;0;0;0;0
1232302;2ª PJ de Armação dos Búzios;Híbrida;3;Foro Unico de Armacao dos Buzios;3;Armacao dos Buzios;2020;3;100;27;48;11;12;18;0;1;4;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0
7419367;2ª PJ de Japeri;Híbrida;32;Foro Unico de Japeri;32;Japeri;2020;3;75;76;146;12;6;92;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8282553;2ª PJ de Seropédica;Híbrida;74;Foro Unico de Seropedica;74;Seropedica;2020;3;97;6;111;0;5;18;0;0;3;0;0;10;1;0;20;0;33;0;0;0;0;0;0;0
20192508;PJ de Pinheiral;Híbrida;52;Foro Unico de Pinheiral;52;Pinheiral;2020;3;125;35;155;3;7;21;0;0;4;2;0;78;0;0;0;0;23;0;0;0;0;0;0;0
21307532;2ª PJ de Guapimirim;Híbrida;24;Foro Unico de Guapimirim;24;Guapimirim;2020;3;66;12;145;7;14;9;2;0;7;0;5;13;0;0;16;2;5;0;0;1;0;0;0;0
101054;PJ junto ao V Juizado de VD da Capital;Violência doméstica;86;Foro Regional Campo Grande;15;Rio de Janeiro;2020;3;106;0;402;7;3;2;1;0;38;2;0;12;0;0;17;0;0;0;0;0;0;0;0;0
101295;PJ junto ao Juizado de VD de Niterói;Violência doméstica;44;Foro Central de Niteroi;44;Niteroi;2020;3;266;0;408;1;4;0;0;0;3;25;0;1;0;20;68;0;0;0;0;0;0;0;0;0
912251;1ª PJ junto ao I Juizado de VD da Capital;Violência doméstica;15;Foro Central Capital;15;Rio de Janeiro;2020;3;35;0;92;10;4;1;0;0;17;1;1;9;0;2;21;0;0;0;0;0;0;0;0;0
932533;PJ junto ao III Juizado de VD da Capital;Violência doméstica;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2020;3;204;1;168;2;14;4;0;0;43;2;0;11;0;1;0;0;0;0;0;0;0;0;0;0
100986;1ª PJ junto a Auditoria da Justiça Militar;Auditoria de Justiça Militar;15;Foro Central Capital;15;Rio de Janeiro;2020;4;22;19;35;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
100987;2ª PJ junto a Auditoria da Justiça Militar;Auditoria de Justiça Militar;15;Foro Central Capital;15;Rio de Janeiro;2020;4;16;1;1;0;0;11;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8061083;3ª PJ junto a Auditoria da Justiça Militar;Auditoria de Justiça Militar;15;Foro Central Capital;15;Rio de Janeiro;2020;4;13;0;29;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
101043;1ª PJ junto a 1ª e a 2ª Varas Criminais de Bangu;Junto à vara criminal;84;Foro Regional Bangu;15;Rio de Janeiro;2020;4;29;0;91;0;12;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
101044;2ª PJ junto a 1ª e a 2ª Varas Criminais de Bangu;Junto à vara criminal;84;Foro Regional Bangu;15;Rio de Janeiro;2020;4;8;0;22;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101053;PJ junto a 42ª Vara Criminal da Capital;Junto à vara criminal;86;Foro Regional Campo Grande;15;Rio de Janeiro;2020;4;14;0;11;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101055;PJ junto a 43ª Vara Criminal da Capital;Junto à vara criminal;86;Foro Regional Campo Grande;15;Rio de Janeiro;2020;4;5;0;25;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101062;PJ junto a 40ª Vara Criminal da Capital;Junto à vara criminal;87;Foro Regional Ilha do Governador;15;Rio de Janeiro;2020;4;13;0;12;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101063;PJ junto a 41ª Vara Criminal da Capital;Junto à vara criminal;87;Foro Regional Ilha do Governador;15;Rio de Janeiro;2020;4;5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101070;PJ junto a 2ª Vara Criminal de Jacarepagua;Junto à vara criminal;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2020;4;11;0;46;15;20;3;3;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101080;PJ junto a 2ª Vara Criminal de Madureira;Junto à vara criminal;90;Foro Regional Madureira;15;Rio de Janeiro;2020;4;18;0;75;7;19;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101082;PJ junto a 1ª Vara Criminal de Jacarepagua;Junto à vara criminal;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2020;4;3;0;31;8;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101088;1ª PJ Criminal de Santa Cruz;Junto à vara criminal;93;Foro Regional Santa Cruz;15;Rio de Janeiro;2020;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101089;2ª PJ Criminal de Santa Cruz;Junto à vara criminal;93;Foro Regional Santa Cruz;15;Rio de Janeiro;2020;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101145;PJ junto a 2ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2020;4;59;0;62;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101189;PJ junto a 1ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2020;4;31;0;26;7;14;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
101190;PJ junto a 2ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2020;4;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101191;PJ junto a 3ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2020;4;24;0;29;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101192;1ª PJ junto a 4ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2020;4;11;0;38;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101193;2ª PJ junto a 4ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2020;4;11;0;20;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101273;PJ junto a 1ª Vara Criminal de Nilópolis;Junto à vara criminal;43;Foro Unico de Nilopolis;43;Nilopolis;2020;4;25;0;36;0;15;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
101290;PJ junto a 1ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2020;4;37;0;103;35;11;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
101291;PJ junto a 2ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2020;4;32;0;79;1;33;0;0;0;6;0;0;12;0;0;0;0;7;0;0;0;0;0;0;0
101292;PJ junto a 3ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2020;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101294;PJ junto a 4ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2020;4;24;0;23;0;26;0;0;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
101315;PJ junto a 2ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2020;4;27;0;16;0;17;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
101317;1ª PJ junto a 4ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2020;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101318;2ª PJ junto a 4ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101322;PJ junto a 7ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2020;4;27;0;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101345;PJ junto a 1ª Vara Criminal de Petrópolis;Junto à vara criminal;51;Foro Central Petropolis;51;Petropolis;2020;4;33;0;52;1;26;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
101346;PJ junto a 2ª Vara Criminal de Petrópolis;Junto à vara criminal;51;Foro Central Petropolis;51;Petropolis;2020;4;29;0;53;5;36;0;0;0;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
101403;PJ junto a 1ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2020;4;30;0;37;7;18;0;0;0;4;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0
101404;PJ junto a 5ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2020;4;18;0;7;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101405;PJ junto a 3ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2020;4;40;0;71;15;13;0;1;0;0;0;0;10;0;0;5;0;0;0;0;0;0;0;0;0
101406;1ª PJ junto a 4ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2020;4;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101407;2ª PJ junto a 4ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2020;4;3;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101408;PJ junto a 2ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2020;4;36;0;44;3;18;0;0;0;16;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0
101419;1ª PJ junto a 1ª Vara Criminal de São João de Meriti;Junto à vara criminal;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2020;4;14;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101421;PJ junto a 2ª Vara Criminal de São João de Meriti;Junto à vara criminal;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2020;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200201;PJ junto a 1ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2020;4;72;1;92;2;26;0;1;0;0;1;0;1;1;0;4;0;0;0;0;0;0;0;0;0
200409;1ª PJ junto as Varas Criminais de Belford Roxo;Junto à vara criminal;7;Foro Unico de Belford Roxo;7;Belford Roxo;2020;4;17;0;14;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200499;2ª PJ junto as Varas Criminais de Belford Roxo;Junto à vara criminal;7;Foro Unico de Belford Roxo;7;Belford Roxo;2020;4;29;0;79;7;15;0;0;0;0;0;0;5;0;0;1;0;19;0;0;0;0;0;0;0
400565;PJ junto a 5ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;9;0;20;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400568;PJ junto a 26ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;9;0;24;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
400569;PJ junto a 29ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;18;0;6;1;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
400570;PJ junto a 35ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;11;8;86;1;14;0;0;0;10;0;0;2;5;4;3;0;0;0;0;0;0;0;0;0
400571;PJ junto a 36ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;3;0;17;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400572;PJ junto a 37ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;8;0;34;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400573;PJ junto a 11ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;5;0;5;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
400577;PJ junto a 33ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;6;0;4;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400579;PJ junto a 39ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;7;0;3;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400580;PJ junto a 20ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;7;0;3;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
400581;PJ junto a 32ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;11;0;12;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400582;PJ junto a 23ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;9;0;26;1;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
400583;PJ junto a 34ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;10;0;40;4;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400585;PJ junto a 28ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;10;0;19;2;18;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400586;PJ junto a 27ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;7;7;79;6;8;0;0;0;11;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0
400588;PJ junto a 14ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;19;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
400590;PJ junto a 21ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;15;0;53;34;9;0;0;0;17;3;2;8;1;0;3;0;0;0;0;0;0;0;0;0
400591;PJ junto a 17ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;28;0;11;6;16;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
400592;PJ junto a 16ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;4;0;4;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
400594;PJ junto a 19ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;9;0;38;2;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
400595;PJ junto a 38ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400597;PJ junto a 31ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;5;0;6;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400732;2ª PJ junto a 1ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2020;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400759;1ª PJ junto a 1ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2020;4;2;0;13;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
907757;PJ junto a 1ª Vara Criminal de Madureira;Junto à vara criminal;90;Foro Regional Madureira;15;Rio de Janeiro;2020;4;16;0;21;2;12;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
921029;2ª PJ junto a 1ª Vara Criminal de São João de Meriti;Junto à vara criminal;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2020;4;14;0;2;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14329590;PJ junto a 3ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2020;4;57;0;62;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29623958;1ª PJ junto a 1ª Vara Criminal Especializada da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;2;0;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29624141;2ª PJ junto a 1ª Vara Criminal Especializada da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;1;0;4;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
100976;1ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100977;2ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100978;3ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100979;4ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100980;5ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100981;6ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300512;7ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300999;8ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400524;9ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400525;10ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400526;11ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;21;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400656;12ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100954;PJ junto ao IX JECRIM da Capital;Jecrim;85;Foro Regional Barra da Tijuca;15;Rio de Janeiro;2020;4;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100956;PJ junto ao V JECRIM da Capital;Jecrim;91;Foro Regional Meier;15;Rio de Janeiro;2020;4;24;1;12;0;3;48;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101081;1ª PJ junto ao XVI JECRIM da Capital;Jecrim;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2020;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101298;1ª PJ junto ao JECRIM de Niterói;Jecrim;44;Foro Central de Niteroi;44;Niteroi;2020;4;151;0;305;0;0;83;0;12;0;0;0;14;0;0;0;0;111;0;0;0;0;0;0;0
200410;PJ junto ao I JECRIM de São Gonçalo;Jecrim;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2020;4;117;0;53;0;0;33;0;7;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
200497;PJ junto ao XVII JECRIM da Capital;Jecrim;84;Foro Regional Bangu;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200706;1ª PJ junto ao JECRIM de Nova Iguaçu;Jecrim;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2020;4;108;1;194;0;3;84;0;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200713;PJ junto ao JECRIM de Duque de Caxias;Jecrim;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2020;4;108;0;41;0;0;11;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300971;2ª PJ junto ao JECRIM de Nova Iguaçu;Jecrim;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2020;4;96;2;146;0;7;52;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300982;2ª PJ junto ao JECRIM de Niterói;Jecrim;44;Foro Central de Niteroi;44;Niteroi;2020;4;124;0;93;0;0;51;0;12;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
400528;PJ junto ao XVIII JECRIM da Capital;Jecrim;86;Foro Regional Campo Grande;15;Rio de Janeiro;2020;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400566;PJ junto ao IV JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2020;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400574;PJ junto ao III JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400576;PJ junto ao I JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2020;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400589;PJ junto ao VIII JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2020;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400593;1ª PJ junto ao X JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;9;1;0;34;0;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
907756;PJ junto ao XV JECRIM da Capital;Jecrim;90;Foro Regional Madureira;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
941353;2ª PJ junto ao X JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;22;0;0;51;0;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15087271;2ª PJ junto ao XVI JECRIM da Capital;Jecrim;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2020;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30519745;PJ junto ao X JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2020;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200710;PJ junto ao Juizado de VD e Especial Criminal de São João de Meriti;Jecrim+Violência doméstica;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2020;4;297;0;75;0;8;30;0;76;7;39;0;0;0;0;8;0;118;0;0;0;0;0;0;0
300526;PJ junto ao Juizado de VD e Especial Criminal de Campos dos Goytacazes;Jecrim+Violência doméstica;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2020;4;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300536;PJ junto ao Juizado de VD e Especial Criminal de Nilópolis;Jecrim+Violência doméstica;43;Foro Unico de Nilopolis;43;Nilopolis;2020;4;37;2;71;1;1;5;0;0;0;0;1;10;0;0;2;4;12;2;0;0;0;0;0;0
300540;PJ junto ao Juizado de VD e Especial Criminal de Petrópolis;Jecrim+Violência doméstica;51;Foro Central Petropolis;51;Petropolis;2020;4;122;0;191;1;9;23;3;0;0;19;0;0;0;0;12;0;0;0;0;0;0;0;0;0
300549;PJ junto ao Juizado de VD e Especial Criminal de Volta Redonda;Jecrim+Violência doméstica;83;Foro Unico de Volta Redonda;83;Volta Redonda;2020;4;270;0;309;1;2;11;0;24;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
