orgao_dk;promotoria;atribuicao;foro_dk;foro;comarca_dk;comarca;ano;mes;novos;despacho;manifestacao;recurso;denuncia;arquivamento;prisao;transacao_penal;alegacao_final;med_caut;ciencia_sentenca_desfav;ciencia_sentenca_fav;ciencia_sentenca_parfav;ciencia_sentenca_extpresc;ciencia_sentenca_extoutras;ciencia_decisao_desfav;ciencia_decisao_fav;ciencia_decisao_parfav;ciencia_decisao_extpresc;ciencia_decisao_extoutras;ciencia_tjuri_absolve;ciencia_tjuri_descla;ciencia_tjuri_impronuncia;ciencia_tjuri_pronuncia
100986;1ª PJ junto a Auditoria da Justiça Militar;Auditoria de Justiça Militar;15;Foro Central Capital;15;Rio de Janeiro;2019;1;264;209;28;0;2;98;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0
100987;2ª PJ junto a Auditoria da Justiça Militar;Auditoria de Justiça Militar;15;Foro Central Capital;15;Rio de Janeiro;2019;1;470;21;7;0;3;134;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8061083;3ª PJ junto a Auditoria da Justiça Militar;Auditoria de Justiça Militar;15;Foro Central Capital;15;Rio de Janeiro;2019;1;11;0;26;4;1;1;0;0;6;1;1;2;1;2;1;1;0;0;0;0;0;0;0;0
101043;1ª PJ junto a 1ª e a 2ª Varas Criminais de Bangu;Junto à vara criminal;84;Foro Regional Bangu;15;Rio de Janeiro;2019;1;69;0;230;37;32;1;6;0;11;1;0;39;0;1;0;0;0;0;0;0;0;0;0;0
101044;2ª PJ junto a 1ª e a 2ª Varas Criminais de Bangu;Junto à vara criminal;84;Foro Regional Bangu;15;Rio de Janeiro;2019;1;69;1;237;15;18;2;4;0;15;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0
101053;PJ junto a 42ª Vara Criminal da Capital;Junto à vara criminal;86;Foro Regional Campo Grande;15;Rio de Janeiro;2019;1;65;1;78;0;21;1;0;2;9;0;0;8;1;0;4;0;0;0;0;0;0;0;0;0
101055;PJ junto a 43ª Vara Criminal da Capital;Junto à vara criminal;86;Foro Regional Campo Grande;15;Rio de Janeiro;2019;1;58;0;110;20;22;0;0;1;5;0;0;7;1;0;3;0;0;0;0;0;0;0;0;0
101062;PJ junto a 40ª Vara Criminal da Capital;Junto à vara criminal;87;Foro Regional Ilha do Governador;15;Rio de Janeiro;2019;1;68;0;71;9;17;1;0;0;11;0;2;5;0;0;7;0;0;0;0;0;0;0;0;0
101063;PJ junto a 41ª Vara Criminal da Capital;Junto à vara criminal;87;Foro Regional Ilha do Governador;15;Rio de Janeiro;2019;1;108;1;93;6;23;1;1;0;10;0;0;15;0;18;8;0;0;0;0;0;0;0;0;0
101070;PJ junto a 2ª Vara Criminal de Jacarepagua;Junto à vara criminal;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2019;1;61;0;105;15;15;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101080;PJ junto a 2ª Vara Criminal de Madureira;Junto à vara criminal;90;Foro Regional Madureira;15;Rio de Janeiro;2019;1;69;0;99;21;17;12;0;0;18;0;1;27;2;0;2;0;0;0;0;0;0;0;0;0
101082;PJ junto a 1ª Vara Criminal de Jacarepagua;Junto à vara criminal;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2019;1;93;0;91;23;20;0;11;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101088;1ª PJ Criminal de Santa Cruz;Junto à vara criminal;93;Foro Regional Santa Cruz;15;Rio de Janeiro;2019;1;88;0;51;3;5;19;0;0;5;2;0;108;1;1;6;0;0;0;0;0;0;0;0;0
101089;2ª PJ Criminal de Santa Cruz;Junto à vara criminal;93;Foro Regional Santa Cruz;15;Rio de Janeiro;2019;1;75;0;279;6;10;54;2;7;10;1;0;4;0;0;5;0;0;0;0;0;0;0;0;0
101145;PJ junto a 2ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2019;1;91;43;70;8;34;4;0;0;22;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0
101189;PJ junto a 1ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2019;1;83;0;153;23;21;0;0;0;24;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0
101190;PJ junto a 2ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2019;1;84;1;229;37;20;0;0;1;23;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0
101191;PJ junto a 3ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2019;1;54;1;586;35;23;0;0;0;50;0;0;33;26;0;0;0;4;0;0;0;0;0;0;0
101192;1ª PJ junto a 4ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2019;1;10;1;30;1;3;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5
101193;2ª PJ junto a 4ª Vara Criminal de Duque de Caxias;Junto à vara criminal;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2019;1;4;0;27;3;1;0;0;0;1;0;0;2;0;0;0;0;6;0;0;0;0;0;0;1
101273;PJ junto a 1ª Vara Criminal de Nilópolis;Junto à vara criminal;43;Foro Unico de Nilopolis;43;Nilopolis;2019;1;65;0;106;20;11;14;1;0;22;0;0;5;0;0;9;0;5;0;0;0;0;0;0;0
101290;PJ junto a 1ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2019;1;79;1;93;27;22;0;0;0;19;0;1;16;1;0;6;0;0;0;0;0;0;0;0;0
101291;PJ junto a 2ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2019;1;82;0;193;16;24;0;0;0;26;0;3;19;4;14;29;0;0;0;0;0;0;0;0;0
101292;PJ junto a 3ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2019;1;14;0;53;4;1;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0
101294;PJ junto a 4ª Vara Criminal de Niterói;Junto à vara criminal;44;Foro Central de Niteroi;44;Niteroi;2019;1;58;1;117;27;32;0;0;0;22;0;1;11;3;0;6;0;0;0;0;0;0;0;0;0
101315;PJ junto a 2ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2019;1;97;2;111;48;19;60;0;0;32;0;6;54;7;0;0;0;0;0;0;0;0;0;0;0
101317;1ª PJ junto a 4ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2019;1;9;2;25;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0
101318;2ª PJ junto a 4ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2019;1;11;0;19;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101322;PJ junto a 7ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2019;1;205;3;144;18;24;0;0;0;14;0;3;28;3;0;11;0;0;0;0;0;0;0;0;0
101345;PJ junto a 1ª Vara Criminal de Petrópolis;Junto à vara criminal;51;Foro Central Petropolis;51;Petropolis;2019;1;88;0;114;18;22;0;0;0;19;0;2;26;0;16;7;0;0;0;0;0;0;0;1;4
101346;PJ junto a 2ª Vara Criminal de Petrópolis;Junto à vara criminal;51;Foro Central Petropolis;51;Petropolis;2019;1;42;0;42;31;24;3;0;0;19;0;1;20;0;0;1;0;0;0;0;0;0;0;0;0
101403;PJ junto a 1ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2019;1;64;0;106;30;24;0;0;0;3;0;0;25;0;2;9;0;0;0;0;0;0;0;0;0
101404;PJ junto a 5ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2019;1;42;1;141;11;26;2;5;0;7;0;0;16;0;0;12;0;0;0;0;0;0;0;0;0
101405;PJ junto a 3ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2019;1;57;0;235;19;29;2;6;0;19;0;0;33;1;14;14;0;0;0;0;0;0;0;0;0
101406;1ª PJ junto a 4ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2019;1;8;2;23;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
101407;2ª PJ junto a 4ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2019;1;2;0;25;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101408;PJ junto a 2ª Vara Criminal de São Gonçalo;Junto à vara criminal;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2019;1;62;0;94;26;15;0;0;0;13;0;0;30;0;8;15;0;0;0;0;0;0;0;0;0
101419;1ª PJ junto a 1ª Vara Criminal de São João de Meriti;Junto à vara criminal;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2019;1;31;0;46;10;10;0;0;0;18;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0
101421;PJ junto a 2ª Vara Criminal de São João de Meriti;Junto à vara criminal;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2019;1;71;0;52;9;14;0;0;0;37;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0
200201;PJ junto a 1ª Vara Criminal de Nova Iguaçu;Junto à vara criminal;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2019;1;124;0;196;17;28;52;1;0;41;0;1;33;3;0;0;0;0;0;0;0;0;0;0;0
200409;1ª PJ junto as Varas Criminais de Belford Roxo;Junto à vara criminal;7;Foro Unico de Belford Roxo;7;Belford Roxo;2019;1;80;0;78;14;12;0;0;0;21;0;3;7;0;0;0;0;4;0;0;0;0;0;0;0
200499;2ª PJ junto as Varas Criminais de Belford Roxo;Junto à vara criminal;7;Foro Unico de Belford Roxo;7;Belford Roxo;2019;1;113;0;72;10;14;0;0;0;27;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
400565;PJ junto a 5ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;51;0;193;48;22;0;3;0;24;0;0;11;2;3;6;0;0;0;0;0;0;0;0;0
400568;PJ junto a 26ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;61;1;102;21;22;2;0;0;16;1;1;5;1;1;0;0;0;0;0;0;0;0;0;0
400569;PJ junto a 29ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;60;0;120;19;22;0;1;0;9;1;0;17;0;0;10;0;0;0;0;0;0;0;0;0
400570;PJ junto a 35ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;65;0;119;23;25;1;0;0;24;1;1;36;3;10;5;0;0;0;0;0;0;0;0;0
400571;PJ junto a 36ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;69;0;168;26;20;2;1;0;18;1;0;28;1;0;9;0;0;0;0;0;0;0;0;0
400572;PJ junto a 37ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;55;1;155;17;25;1;0;0;23;0;0;9;2;3;0;0;0;0;0;0;0;0;0;0
400573;PJ junto a 11ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;44;0;99;7;10;0;0;0;15;0;3;11;3;0;2;0;0;0;0;0;0;0;0;0
400577;PJ junto a 33ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;99;0;141;26;22;4;0;0;14;0;0;20;4;4;13;0;0;0;0;0;0;0;0;0
400579;PJ junto a 39ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;45;1;98;24;21;0;0;0;23;0;1;10;0;6;11;0;0;0;0;0;0;0;0;0
400580;PJ junto a 20ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;103;0;119;27;21;1;0;0;17;0;0;17;1;2;4;0;0;0;0;0;0;0;0;0
400581;PJ junto a 32ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;44;0;181;15;16;1;0;0;5;0;0;9;2;0;4;0;0;0;0;0;0;0;0;0
400582;PJ junto a 23ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;61;0;204;13;24;1;0;0;8;0;2;28;5;0;3;0;0;0;0;0;0;0;0;0
400583;PJ junto a 34ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;54;0;134;30;30;1;0;0;18;0;10;16;5;2;18;0;0;0;0;0;0;0;0;0
400585;PJ junto a 28ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;58;0;72;27;14;1;0;0;22;1;0;5;0;1;7;0;0;0;0;0;0;0;0;0
400586;PJ junto a 27ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;56;3;115;41;10;0;0;0;12;0;3;33;7;8;4;0;0;0;0;0;0;0;0;0
400588;PJ junto a 14ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;82;0;122;22;21;2;0;0;14;0;10;26;4;3;19;0;0;0;0;0;0;0;0;0
400590;PJ junto a 21ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;56;0;167;13;15;0;1;0;7;0;0;4;0;3;4;0;0;0;0;0;0;0;0;0
400591;PJ junto a 17ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;76;1;225;39;24;0;1;0;21;0;3;20;2;1;7;0;0;0;0;0;0;0;0;0
400592;PJ junto a 16ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;56;0;187;24;22;2;0;0;20;0;0;39;0;1;2;0;0;0;0;0;0;0;0;0
400594;PJ junto a 19ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;65;0;156;19;18;0;0;0;18;0;0;26;6;4;4;0;0;0;0;0;0;0;0;0
400595;PJ junto a 38ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;60;0;150;29;15;0;0;0;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
400597;PJ junto a 31ª Vara Criminal da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;52;1;165;14;20;1;0;0;22;0;4;24;1;1;6;0;0;0;0;0;0;0;0;0
400732;2ª PJ junto a 1ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2019;1;79;11;70;26;22;0;0;0;6;0;0;3;0;0;0;0;0;0;5;0;0;0;0;0
400759;1ª PJ junto a 1ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2019;1;48;15;97;8;11;1;0;0;5;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0
907757;PJ junto a 1ª Vara Criminal de Madureira;Junto à vara criminal;90;Foro Regional Madureira;15;Rio de Janeiro;2019;1;99;0;113;13;10;19;0;0;23;0;2;34;3;7;8;0;0;0;0;0;0;0;0;0
921029;2ª PJ junto a 1ª Vara Criminal de São João de Meriti;Junto à vara criminal;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2019;1;22;1;66;9;3;0;0;0;15;0;1;3;1;1;0;0;0;0;0;0;0;0;1;1
14329590;PJ junto a 3ª Vara Criminal de Campos dos Goytacazes;Junto à vara criminal;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2019;1;117;72;67;13;28;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
29623958;1ª PJ junto a 1ª Vara Criminal Especializada da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29624141;2ª PJ junto a 1ª Vara Criminal Especializada da Capital;Junto à vara criminal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100976;1ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;30;5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100977;2ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;45;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100978;3ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100979;4ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;38;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100980;5ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;54;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100981;6ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300512;7ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;34;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300999;8ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;55;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400524;9ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400525;10ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400526;11ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400656;12ª PJ junto a Vara de Execução Penal;Execução Penal;15;Foro Central Capital;15;Rio de Janeiro;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100954;PJ junto ao IX JECRIM da Capital;Jecrim;85;Foro Regional Barra da Tijuca;15;Rio de Janeiro;2019;1;311;3;424;1;21;160;0;35;2;0;0;93;0;0;0;0;14;0;0;0;0;0;0;0
100956;PJ junto ao V JECRIM da Capital;Jecrim;91;Foro Regional Meier;15;Rio de Janeiro;2019;1;171;5;167;3;32;154;0;41;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
101081;1ª PJ junto ao XVI JECRIM da Capital;Jecrim;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2019;1;184;0;239;1;11;114;0;20;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
101298;1ª PJ junto ao JECRIM de Niterói;Jecrim;44;Foro Central de Niteroi;44;Niteroi;2019;1;206;1;283;0;10;115;0;112;0;0;0;66;0;0;0;0;75;0;0;0;0;0;0;0
200410;PJ junto ao I JECRIM de São Gonçalo;Jecrim;66;Foro Central de Sao Goncalo;66;Sao Goncalo;2019;1;462;4;365;0;3;292;0;51;0;0;0;18;0;9;58;0;0;0;0;1;0;0;0;0
200497;PJ junto ao XVII JECRIM da Capital;Jecrim;84;Foro Regional Bangu;15;Rio de Janeiro;2019;1;311;1;265;5;12;238;0;36;0;0;0;4;0;0;0;0;25;0;0;0;0;0;0;0
200706;1ª PJ junto ao JECRIM de Nova Iguaçu;Jecrim;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2019;1;222;2;147;0;6;205;0;25;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0
200713;PJ junto ao JECRIM de Duque de Caxias;Jecrim;22;Foro Unico de Duque de Caxias;22;Duque de Caxias;2019;1;267;0;430;0;6;148;0;106;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0
300971;2ª PJ junto ao JECRIM de Nova Iguaçu;Jecrim;46;Foro Unico de Nova Iguacu;46;Nova Iguacu;2019;1;218;8;169;0;5;222;0;18;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0
300982;2ª PJ junto ao JECRIM de Niterói;Jecrim;44;Foro Central de Niteroi;44;Niteroi;2019;1;185;2;195;0;3;113;0;19;0;0;0;57;0;0;0;0;19;0;0;0;0;0;0;0
400528;PJ junto ao XVIII JECRIM da Capital;Jecrim;86;Foro Regional Campo Grande;15;Rio de Janeiro;2019;1;278;12;281;1;3;226;0;43;0;0;0;72;0;0;0;0;334;0;0;0;0;0;0;0
400566;PJ junto ao IV JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2019;1;277;0;243;2;44;101;0;67;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400574;PJ junto ao III JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2019;1;316;2;470;1;1;155;0;61;1;0;0;1;0;10;53;0;0;0;0;0;0;0;0;0
400576;PJ junto ao I JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2019;1;204;1;713;0;13;37;0;32;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0
400589;PJ junto ao VIII JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2019;1;262;23;394;4;41;200;0;47;0;0;1;0;0;50;231;0;0;0;0;0;0;0;0;0
400593;1ª PJ junto ao X JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2019;1;103;1;169;10;12;101;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
907756;PJ junto ao XV JECRIM da Capital;Jecrim;90;Foro Regional Madureira;15;Rio de Janeiro;2019;1;338;6;374;0;6;181;0;38;0;0;0;0;0;0;206;0;0;0;0;0;0;0;0;0
941353;2ª PJ junto ao X JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2019;1;144;0;307;0;12;129;0;21;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0
15087271;2ª PJ junto ao XVI JECRIM da Capital;Jecrim;88;Foro Regional Jacarepagua;15;Rio de Janeiro;2019;1;196;1;263;1;7;164;0;38;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0
30519745;PJ junto ao X JECRIM da Capital;Jecrim;15;Foro Central Capital;15;Rio de Janeiro;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200710;PJ junto ao Juizado de VD e Especial Criminal de São João de Meriti;Jecrim+Violência doméstica;68;Foro Unico de Sao Joao de Meriti;68;Sao Joao de Meriti;2019;1;409;0;202;0;0;149;0;74;22;99;0;0;0;0;241;0;53;0;0;0;0;0;0;0
300526;PJ junto ao Juizado de VD e Especial Criminal de Campos dos Goytacazes;Jecrim+Violência doméstica;13;Foro Unico de Campos dos Goytacazes;13;Campos dos Goytacazes;2019;1;244;10;93;3;11;60;0;16;7;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300536;PJ junto ao Juizado de VD e Especial Criminal de Nilópolis;Jecrim+Violência doméstica;43;Foro Unico de Nilopolis;43;Nilopolis;2019;1;192;1;381;3;9;47;1;6;4;11;0;9;0;0;75;0;2;0;0;1;0;0;0;0
300540;PJ junto ao Juizado de VD e Especial Criminal de Petrópolis;Jecrim+Violência doméstica;51;Foro Central Petropolis;51;Petropolis;2019;1;377;5;266;10;42;97;2;28;7;4;2;6;0;11;148;0;0;0;0;0;0;0;0;0
300549;PJ junto ao Juizado de VD e Especial Criminal de Volta Redonda;Jecrim+Violência doméstica;83;Foro Unico de Volta Redonda;83;Volta Redonda;2019;1;156;7;301;19;31;50;0;3;23;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0
17689669;PJ junto ao Juizado de VD e Especial Criminal de Belford Roxo;Jecrim+Violência doméstica;7;Foro Unico de Belford Roxo;7;Belford Roxo;2019;1;805;3;211;4;11;124;1;0;12;0;0;178;0;0;0;0;204;0;0;20;0;0;0;0
21180037;PJ junto ao Juizado de VD e Especial Criminal de Nova Friburgo;Jecrim+Violência doméstica;45;Foro Unico de Nova Friburgo;45;Nova Friburgo;2019;1;442;22;775;2;20;220;2;71;5;26;0;1;0;0;307;0;20;0;0;0;0;0;0;0
21307514;PJ junto ao Juizado de VD e Especial Criminal de Cabo Frio;Jecrim+Violência doméstica;10;Foro Unico de Cabo Frio;10;Cabo Frio;2019;1;253;4;168;1;19;50;1;23;0;22;1;63;0;0;0;5;43;0;0;0;0;0;0;0
29346634;PJ junto ao Juizado de VD e Especial Criminal de Três Rios;Jecrim+Violência doméstica;80;Foro Unico de Tres Rios;80;Tres Rios;2019;1;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16281743;PJ junto ao Juizado de VD e Esp. Crim. de Araruama e de Inv. Penal de Araruama e Saquarema;Jecrim+Violência doméstica+Investigação Penal;2;Foro Unico de Araruama;2;Araruama;2019;1;217;64;209;1;39;39;3;0;3;4;0;26;0;0;0;0;72;0;0;0;0;0;0;0
21308467;PJ junto ao JECRIM de Resende e de Inv. Penal de Resende, Itatiaia, Porto Real e Quatis;Jecrim+Violência doméstica+Investigação Penal;57;Foro Unico de Resende;57;Resende;2019;1;281;208;127;0;37;113;0;24;0;9;0;0;1;57;39;0;0;0;0;0;0;0;0;0
101101;PJ Criminal de Araruama;Criminal;2;Foro Unico de Araruama;2;Araruama;2019;1;278;4;137;28;23;46;0;14;9;0;0;122;2;1;14;0;4;0;0;0;0;0;0;0
101107;1ª PJ Criminal de Barra do Piraí;Criminal;5;Foro Unico de Barra do Pirai;5;Barra do Pirai;2019;1;269;39;147;6;23;36;0;0;5;2;0;5;0;0;6;0;4;0;0;0;0;0;0;0
101113;1ª PJ Criminal de Barra Mansa;Criminal;6;Foro Unico de Barra Mansa;6;Barra Mansa;2019;1;32;1;133;14;15;2;0;0;3;0;0;10;0;0;0;0;6;0;0;0;0;0;0;0
101121;PJ Criminal de Bom Jesus do Itabapoana;Criminal;9;Foro Unico de Bom Jesus do Itabapoana;9;Bom Jesus do Itabapoana;2019;1;144;7;127;12;36;35;0;15;10;5;0;34;0;0;0;0;22;0;0;0;0;0;0;0
